gene1_node_id	gene1_symbol	gene2_node_id	gene2_symbol	label
7	ABCA3	916	CEACAM1	1
7	ABCA3	1250	CXCR3	1
7	ABCA3	1610	EHF	1
7	ABCA3	2592	ITCH	1
7	ABCA3	2636	KAT6A	1
7	ABCA3	3510	NKRF	1
7	ABCA3	4775	SAT1	1
7	ABCA3	5384	TBCCD1	1
7	ABCA3	5652	TPM1	1
7	ABCA3	1151	CRCP	1
7	ABCA3	1207	CTDSPL	1
7	ABCA3	1345	DDAH1	1
7	ABCA3	2213	GTF2H5	1
7	ABCA3	2934	LRRC37A3	1
7	ABCA3	4871	SESTD1	1
7	ABCA3	5148	SP110	1
7	ABCA3	5818	UBA6	1
7	ABCA3	6262	ZNF473	1
7	ABCA3	1028	CLDN3	1
7	ABCA3	924	CELF2	1
7	ABCA3	1604	EGR3	1
7	ABCA3	1932	FLT3LG	1
7	ABCA3	4659	RPL36A	1
7	ABCA3	2142	GPC5	1
7	ABCA3	2303	HIF3A	1
7	ABCA3	2662	KCNJ13	1
7	ABCA3	4217	PRKCQ	1
7	ABCA3	6363	ZP3	1
7	ABCA3	1096	COL3A1	1
7	ABCA3	2468	IFI16	1
7	ABCA3	2523	IL27RA	1
7	ABCA3	2529	IL4	1
7	ABCA3	355	ATF5	1
7	ABCA3	655	CA5A	1
7	ABCA3	1053	CLTC	1
7	ABCA3	5481	TJP1	1
7	ABCA3	5727	TROVE2	1
7	ABCA3	1882	FCN3	1
7	ABCA3	5034	SLC50A1	1
7	ABCA3	5433	TFAP2B	1
7	ABCA3	680	CAMK2B	1
7	ABCA3	4650	RPL21	1
7	ABCA3	5947	UTP14A	1
7	ABCA3	3067	MBD4	1
7	ABCA3	442	BAD	1
7	ABCA3	2584	IRF7	1
7	ABCA3	57	ACSL1	1
7	ABCA3	2900	LIPE	1
7	ABCA3	3859	PDE4DIP	1
7	ABCA3	1315	DBF4	1
7	ABCA3	5890	UGT1A7	1
7	ABCA3	1279	CYP2B6	1
7	ABCA3	670	CADM4	1
7	ABCA3	1182	CSHL1	1
7	ABCA3	1170	CRYBB2	1
7	ABCA3	1988	FZD8	1
7	ABCA3	3906	PGLS	1
7	ABCA3	3873	PDLIM5	1
7	ABCA3	5119	SNTA1	1
7	ABCA3	1051	CLTA	1
8	ABCB1	10	ABCB4	1
8	ABCB1	682	CAMK2G	1
8	ABCB1	1985	FZD2	1
8	ABCB1	3482	NFATC1	1
8	ABCB1	3484	NFATC2IP	1
8	ABCB1	3861	PDE6H	1
8	ABCB1	4230	PRMT8	1
8	ABCB1	4494	RCAN1	1
8	ABCB1	4745	RYK	1
8	ABCB1	4574	RIPK4	1
8	ABCB1	906	CDKN2A	1
8	ABCB1	5484	TK2	1
8	ABCB1	3860	PDE6C	1
8	ABCB1	4005	PLCB1	1
8	ABCB1	4176	PPP3CB	1
8	ABCB1	4495	RCAN2	1
8	ABCB1	6043	WNT5A	1
8	ABCB1	5287	STYXL1	1
8	ABCB1	2533	IL7	1
8	ABCB1	5219	SRSF1	1
8	ABCB1	5808	TYRO3	1
8	ABCB1	4573	RIPK2	1
8	ABCB1	3029	MAPK11	1
8	ABCB1	3025	MAP4K5	1
8	ABCB1	1017	CKS2	1
8	ABCB1	3039	MAPKAP1	1
8	ABCB1	3040	MAPKAPK2	1
8	ABCB1	5606	TNNI3K	1
8	ABCB1	2699	KHK	1
8	ABCB1	3469	NEK6	1
8	ABCB1	3752	PAK1	1
8	ABCB1	2612	ITPKC	1
8	ABCB1	2915	LMTK2	1
8	ABCB1	3012	MAP2K7	1
8	ABCB1	4221	PRKD2	1
8	ABCB1	5268	STK33	1
8	ABCB1	5991	VRK3	1
8	ABCB1	3875	PDPK1	1
8	ABCB1	1947	FOSL1	1
8	ABCB1	903	CDKL5	1
8	ABCB1	1183	CSK	1
8	ABCB1	1891	FER	1
8	ABCB1	2693	KDR	1
8	ABCB1	3041	MAPKAPK3	1
8	ABCB1	5171	SPHK1	1
8	ABCB1	4572	RIPK1	1
8	ABCB1	863	CDC42BPA	1
8	ABCB1	3020	MAP3K7	1
8	ABCB1	5105	SNRK	1
8	ABCB1	420	AURKAIP1	1
8	ABCB1	1187	CSNK1E	1
8	ABCB1	1930	FLT1	1
8	ABCB1	5264	STK17A	1
8	ABCB1	2309	HIPK1	1
8	ABCB1	3940	PI4K2A	1
8	ABCB1	4210	PRKAG3	1
8	ABCB1	1303	DAPK2	1
8	ABCB1	2189	GRK6	1
8	ABCB1	4032	PLK3	1
8	ABCB1	149	AK1	1
8	ABCB1	679	CAMK1D	1
8	ABCB1	831	CD47	1
8	ABCB1	964	CFLAR	1
8	ABCB1	1176	CSE1L	1
8	ABCB1	1451	DLGAP4	1
8	ABCB1	1553	DVL2	1
8	ABCB1	348	ASPM	1
8	ABCB1	1697	EPHA1	1
8	ABCB1	1976	FURIN	1
8	ABCB1	2653	KCND1	1
8	ABCB1	3013	MAP3K1	1
8	ABCB1	3028	MAPK10	1
8	ABCB1	3991	PKN2	1
8	ABCB1	4282	PSMB10	1
8	ABCB1	4284	PSMB4	1
8	ABCB1	4465	RBM12	1
8	ABCB1	4589	RNASEL	1
8	ABCB1	4708	RRM1	1
8	ABCB1	5007	SLC30A2	1
8	ABCB1	5056	SMAD4	1
8	ABCB1	5254	STAT4	1
8	ABCB1	5602	TNK1	1
8	ABCB1	565	BUB1	1
8	ABCB1	4608	RNF213	1
8	ABCB1	620	C1S	1
8	ABCB1	739	CBR1	1
8	ABCB1	847	CD9	1
8	ABCB1	196	AMPD2	1
8	ABCB1	74	ADA2	1
8	ABCB1	1063	CNGA3	1
8	ABCB1	2921	LPAR1	1
8	ABCB1	1826	FANCF	1
8	ABCB1	1848	FBXL14	1
8	ABCB1	2287	HECTD3	1
8	ABCB1	6078	XRCC6	1
8	ABCB1	2224	GTSE1	1
8	ABCB1	2243	HACE1	1
8	ABCB1	2262	HCFC1	1
8	ABCB1	2292	HERC5	1
8	ABCB1	2409	HPS1	1
8	ABCB1	2537	ILK	1
8	ABCB1	2668	KCNQ4	1
8	ABCB1	1592	EEPD1	1
8	ABCB1	2725	KIF5A	1
8	ABCB1	188	ALPK1	1
8	ABCB1	3857	PDE3A	1
8	ABCB1	3890	PEX1	1
8	ABCB1	466	BCKDK	1
8	ABCB1	4337	PTPRD	1
8	ABCB1	4338	PTPRF	1
8	ABCB1	4417	RAD9A	1
8	ABCB1	3189	MOK	1
8	ABCB1	4529	RFC5	1
8	ABCB1	4846	SENP1	1
8	ABCB1	5083	SMO	1
8	ABCB1	500	BIRC3	1
8	ABCB1	5138	SOD2	1
8	ABCB1	5361	TAP2	1
8	ABCB1	4853	SEP-06	1
8	ABCB1	160	AKR7A2	1
8	ABCB1	2059	GGCX	1
8	ABCB1	2087	GLIPR1	1
8	ABCB1	174	ALG10B	1
8	ABCB1	2094	GLT8D1	1
8	ABCB1	2330	HIST1H3F	1
8	ABCB1	2351	HLA-DRA	1
8	ABCB1	2352	HLA-DRB5	1
8	ABCB1	2602	ITGB1	1
8	ABCB1	3418	NCOA3	1
8	ABCB1	3586	NRG2	1
8	ABCB1	3684	OR2F1	1
8	ABCB1	4036	PLOD2	1
8	ABCB1	4357	PYROXD1	1
8	ABCB1	384	ATP2C2	1
8	ABCB1	4435	RAP1A	1
8	ABCB1	4665	RPL5	1
8	ABCB1	4757	S1PR2	1
8	ABCB1	400	ATP6V0E1	1
8	ABCB1	5125	SNX10	1
8	ABCB1	5139	SORBS1	1
8	ABCB1	5147	SP100	1
8	ABCB1	5329	SYT11	1
8	ABCB1	662	CACNA2D2	1
8	ABCB1	695	CAPRIN1	1
8	ABCB1	848	CD93	1
8	ABCB1	1032	CLEC2D	1
8	ABCB1	1048	CLPX	1
8	ABCB1	77	ADAM22	1
8	ABCB1	2563	INTS6L	1
8	ABCB1	1443	DLAT	1
8	ABCB1	1586	EDF1	1
8	ABCB1	1694	EPB42	1
8	ABCB1	1729	ERMP1	1
8	ABCB1	1917	FKBP11	1
8	ABCB1	2029	GBP4	1
8	ABCB1	208	ANK3	1
8	ABCB1	2827	LAPTM4B	1
8	ABCB1	255	API5	1
8	ABCB1	3192	MORC3	1
8	ABCB1	3618	NUDT3	1
8	ABCB1	4023	PLEKHM1	1
8	ABCB1	4160	PPP1R2	1
8	ABCB1	4831	SEL1L	1
8	ABCB1	4876	SETMAR	1
8	ABCB1	4780	SCAF11	1
8	ABCB1	4956	SKP1	1
8	ABCB1	5059	SMARCA1	1
8	ABCB1	5190	SPTB	1
8	ABCB1	5204	SRI	1
8	ABCB1	5313	SV2B	1
8	ABCB1	5369	TAS2R14	1
8	ABCB1	5449	THAP1	1
8	ABCB1	428	AZGP1	1
8	ABCB1	5595	TNFRSF9	1
8	ABCB1	5881	UCP2	1
8	ABCB1	6194	ZNF140	1
8	ABCB1	2850	LDLRAD4	1
8	ABCB1	693	CAPN6	1
8	ABCB1	779	CCL23	1
8	ABCB1	1081	CNR1	1
8	ABCB1	1137	CPSF1	1
8	ABCB1	1197	CST4	1
8	ABCB1	1221	CTSB	1
8	ABCB1	1238	CUX1	1
8	ABCB1	1251	CXCR4	1
8	ABCB1	173	ALDOC	1
8	ABCB1	3900	PGAP2	1
8	ABCB1	2012	GAPDH	1
8	ABCB1	2999	MAML1	1
8	ABCB1	3136	MGAT2	1
8	ABCB1	4443	RARA	1
8	ABCB1	4656	RPL35	1
8	ABCB1	4736	RTP4	1
8	ABCB1	405	ATP7A	1
8	ABCB1	5488	TLE1	1
8	ABCB1	5512	TMEFF1	1
8	ABCB1	5690	TRIM24	1
8	ABCB1	5709	TRIP11	1
8	ABCB1	5858	UBE3A	1
8	ABCB1	12	ABCB6	1
8	ABCB1	653	CA2	1
8	ABCB1	916	CEACAM1	1
8	ABCB1	1250	CXCR3	1
8	ABCB1	1610	EHF	1
8	ABCB1	2592	ITCH	1
8	ABCB1	2636	KAT6A	1
8	ABCB1	3510	NKRF	1
8	ABCB1	4775	SAT1	1
8	ABCB1	5384	TBCCD1	1
8	ABCB1	5652	TPM1	1
8	ABCB1	1151	CRCP	1
8	ABCB1	1207	CTDSPL	1
8	ABCB1	1345	DDAH1	1
8	ABCB1	2213	GTF2H5	1
8	ABCB1	2934	LRRC37A3	1
8	ABCB1	4871	SESTD1	1
8	ABCB1	5148	SP110	1
8	ABCB1	5818	UBA6	1
8	ABCB1	6262	ZNF473	1
8	ABCB1	1028	CLDN3	1
8	ABCB1	924	CELF2	1
8	ABCB1	1604	EGR3	1
8	ABCB1	1932	FLT3LG	1
8	ABCB1	4659	RPL36A	1
8	ABCB1	2142	GPC5	1
8	ABCB1	2303	HIF3A	1
8	ABCB1	2662	KCNJ13	1
8	ABCB1	4217	PRKCQ	1
8	ABCB1	6363	ZP3	1
8	ABCB1	1096	COL3A1	1
8	ABCB1	2468	IFI16	1
8	ABCB1	2523	IL27RA	1
8	ABCB1	2529	IL4	1
8	ABCB1	355	ATF5	1
8	ABCB1	655	CA5A	1
8	ABCB1	1053	CLTC	1
8	ABCB1	5481	TJP1	1
8	ABCB1	5727	TROVE2	1
8	ABCB1	1882	FCN3	1
8	ABCB1	5034	SLC50A1	1
8	ABCB1	5433	TFAP2B	1
8	ABCB1	680	CAMK2B	1
8	ABCB1	4650	RPL21	1
8	ABCB1	5947	UTP14A	1
8	ABCB1	4175	PPP3CA	1
8	ABCB1	3067	MBD4	1
8	ABCB1	442	BAD	1
8	ABCB1	2584	IRF7	1
8	ABCB1	57	ACSL1	1
8	ABCB1	4222	PRKD3	1
8	ABCB1	5359	TAOK3	1
8	ABCB1	1699	EPHB1	1
8	ABCB1	3990	PKMYT1	1
8	ABCB1	2900	LIPE	1
8	ABCB1	3859	PDE4DIP	1
8	ABCB1	2265	HCK	1
8	ABCB1	6042	WNK4	1
8	ABCB1	1315	DBF4	1
8	ABCB1	5890	UGT1A7	1
8	ABCB1	4698	RPS6KL1	1
8	ABCB1	1406	DGKA	1
8	ABCB1	5335	TAB2	1
8	ABCB1	2995	MAGI3	1
8	ABCB1	1279	CYP2B6	1
8	ABCB1	3765	PANK2	1
8	ABCB1	670	CADM4	1
8	ABCB1	1182	CSHL1	1
8	ABCB1	3050	MARK1	1
8	ABCB1	1170	CRYBB2	1
8	ABCB1	5880	UCK1	1
8	ABCB1	672	CALM1	1
8	ABCB1	3988	PKIA	1
8	ABCB1	1988	FZD8	1
8	ABCB1	3906	PGLS	1
8	ABCB1	1186	CSNK1D	1
8	ABCB1	3873	PDLIM5	1
8	ABCB1	5119	SNTA1	1
8	ABCB1	1051	CLTA	1
8	ABCB1	678	CAMK1	1
8	ABCB1	419	AURKA	1
8	ABCB1	709	CARS	1
8	ABCB1	409	ATR	1
8	ABCB1	985	CHEK1	1
9	ABCB11	565	BUB1	1
9	ABCB11	4608	RNF213	1
9	ABCB11	620	C1S	1
9	ABCB11	709	CARS	1
9	ABCB11	739	CBR1	1
9	ABCB11	847	CD9	1
9	ABCB11	196	AMPD2	1
9	ABCB11	74	ADA2	1
9	ABCB11	1063	CNGA3	1
9	ABCB11	2921	LPAR1	1
9	ABCB11	1826	FANCF	1
9	ABCB11	1848	FBXL14	1
9	ABCB11	2287	HECTD3	1
9	ABCB11	6078	XRCC6	1
9	ABCB11	2224	GTSE1	1
9	ABCB11	2243	HACE1	1
9	ABCB11	2262	HCFC1	1
9	ABCB11	2292	HERC5	1
9	ABCB11	2409	HPS1	1
9	ABCB11	2537	ILK	1
9	ABCB11	2668	KCNQ4	1
9	ABCB11	1592	EEPD1	1
9	ABCB11	2725	KIF5A	1
9	ABCB11	188	ALPK1	1
9	ABCB11	3857	PDE3A	1
9	ABCB11	3890	PEX1	1
9	ABCB11	4175	PPP3CA	1
9	ABCB11	466	BCKDK	1
9	ABCB11	4337	PTPRD	1
9	ABCB11	4338	PTPRF	1
9	ABCB11	4417	RAD9A	1
9	ABCB11	3189	MOK	1
9	ABCB11	4529	RFC5	1
9	ABCB11	4846	SENP1	1
9	ABCB11	5083	SMO	1
9	ABCB11	500	BIRC3	1
9	ABCB11	5138	SOD2	1
9	ABCB11	419	AURKA	1
9	ABCB11	5361	TAP2	1
11	ABCB5	2411	HRAS	1
11	ABCB5	2781	KRAS	1
11	ABCB5	3579	NRAS	1
11	ABCB5	3375	NAE1	1
12	ABCB6	167	ALB	1
12	ABCB6	3715	ORM1	1
12	ABCB6	1287	CYP3A4	1
12	ABCB6	1288	CYP3A5	1
12	ABCB6	1289	CYP3A7	1
12	ABCB6	1274	CYP1A2	1
12	ABCB6	1282	CYP2C9	1
12	ABCB6	1283	CYP2D6	1
12	ABCB6	1280	CYP2C19	1
12	ABCB6	4320	PTGS1	1
12	ABCB6	481	BCR	1
12	ABCB6	2733	KIT	1
12	ABCB6	4519	RET	1
12	ABCB6	3607	NTRK1	1
12	ABCB6	1177	CSF1R	1
12	ABCB6	3866	PDGFRA	1
12	ABCB6	1351	DDR1	1
12	ABCB6	33	ABL1	1
12	ABCB6	3867	PDGFRB	1
12	ABCB6	4975	SLC22A1	1
12	ABCB6	4978	SLC22A2	1
12	ABCB6	25	ABCG2	1
13	ABCB8	1838	FASTK	1
14	ABCB9	5983	VPS37B	1
15	ABCC1	565	BUB1	1
15	ABCC1	4608	RNF213	1
15	ABCC1	620	C1S	1
15	ABCC1	709	CARS	1
15	ABCC1	739	CBR1	1
15	ABCC1	847	CD9	1
15	ABCC1	196	AMPD2	1
15	ABCC1	74	ADA2	1
15	ABCC1	1063	CNGA3	1
15	ABCC1	2921	LPAR1	1
15	ABCC1	1826	FANCF	1
15	ABCC1	1848	FBXL14	1
15	ABCC1	2287	HECTD3	1
15	ABCC1	6078	XRCC6	1
15	ABCC1	2224	GTSE1	1
15	ABCC1	2243	HACE1	1
15	ABCC1	2262	HCFC1	1
15	ABCC1	2292	HERC5	1
15	ABCC1	2409	HPS1	1
15	ABCC1	2537	ILK	1
15	ABCC1	2668	KCNQ4	1
15	ABCC1	1592	EEPD1	1
15	ABCC1	2725	KIF5A	1
15	ABCC1	188	ALPK1	1
15	ABCC1	3857	PDE3A	1
15	ABCC1	3890	PEX1	1
15	ABCC1	4175	PPP3CA	1
15	ABCC1	466	BCKDK	1
15	ABCC1	4337	PTPRD	1
15	ABCC1	4338	PTPRF	1
15	ABCC1	4417	RAD9A	1
15	ABCC1	3189	MOK	1
15	ABCC1	4529	RFC5	1
15	ABCC1	4846	SENP1	1
15	ABCC1	5083	SMO	1
15	ABCC1	500	BIRC3	1
15	ABCC1	5138	SOD2	1
15	ABCC1	419	AURKA	1
15	ABCC1	5361	TAP2	1
16	ABCC10	4574	RIPK4	1
16	ABCC10	906	CDKN2A	1
16	ABCC10	5484	TK2	1
16	ABCC10	5287	STYXL1	1
16	ABCC10	5808	TYRO3	1
16	ABCC10	4573	RIPK2	1
16	ABCC10	3025	MAP4K5	1
16	ABCC10	1017	CKS2	1
16	ABCC10	3039	MAPKAP1	1
16	ABCC10	3040	MAPKAPK2	1
16	ABCC10	5606	TNNI3K	1
16	ABCC10	2699	KHK	1
16	ABCC10	3469	NEK6	1
16	ABCC10	3752	PAK1	1
16	ABCC10	2612	ITPKC	1
16	ABCC10	2915	LMTK2	1
16	ABCC10	3012	MAP2K7	1
16	ABCC10	4221	PRKD2	1
16	ABCC10	5268	STK33	1
16	ABCC10	5991	VRK3	1
16	ABCC10	3875	PDPK1	1
16	ABCC10	903	CDKL5	1
16	ABCC10	1183	CSK	1
16	ABCC10	1891	FER	1
16	ABCC10	2693	KDR	1
16	ABCC10	3041	MAPKAPK3	1
16	ABCC10	5171	SPHK1	1
16	ABCC10	4572	RIPK1	1
16	ABCC10	863	CDC42BPA	1
16	ABCC10	3020	MAP3K7	1
16	ABCC10	5105	SNRK	1
16	ABCC10	420	AURKAIP1	1
16	ABCC10	1187	CSNK1E	1
16	ABCC10	1930	FLT1	1
16	ABCC10	5264	STK17A	1
16	ABCC10	2309	HIPK1	1
16	ABCC10	3940	PI4K2A	1
16	ABCC10	4210	PRKAG3	1
16	ABCC10	1303	DAPK2	1
16	ABCC10	2189	GRK6	1
16	ABCC10	4032	PLK3	1
16	ABCC10	149	AK1	1
16	ABCC10	672	CALM1	1
16	ABCC10	679	CAMK1D	1
16	ABCC10	831	CD47	1
16	ABCC10	964	CFLAR	1
16	ABCC10	1176	CSE1L	1
16	ABCC10	1451	DLGAP4	1
16	ABCC10	1553	DVL2	1
16	ABCC10	348	ASPM	1
16	ABCC10	1697	EPHA1	1
16	ABCC10	1976	FURIN	1
16	ABCC10	2653	KCND1	1
16	ABCC10	3013	MAP3K1	1
16	ABCC10	3028	MAPK10	1
16	ABCC10	3991	PKN2	1
16	ABCC10	4282	PSMB10	1
16	ABCC10	4284	PSMB4	1
16	ABCC10	4465	RBM12	1
16	ABCC10	4589	RNASEL	1
16	ABCC10	4708	RRM1	1
16	ABCC10	5007	SLC30A2	1
16	ABCC10	5056	SMAD4	1
16	ABCC10	5254	STAT4	1
16	ABCC10	5602	TNK1	1
16	ABCC10	565	BUB1	1
16	ABCC10	4608	RNF213	1
16	ABCC10	620	C1S	1
16	ABCC10	739	CBR1	1
16	ABCC10	847	CD9	1
16	ABCC10	196	AMPD2	1
16	ABCC10	74	ADA2	1
16	ABCC10	1063	CNGA3	1
16	ABCC10	2921	LPAR1	1
16	ABCC10	1826	FANCF	1
16	ABCC10	1848	FBXL14	1
16	ABCC10	2287	HECTD3	1
16	ABCC10	6078	XRCC6	1
16	ABCC10	2224	GTSE1	1
16	ABCC10	2243	HACE1	1
16	ABCC10	2262	HCFC1	1
16	ABCC10	2292	HERC5	1
16	ABCC10	2409	HPS1	1
16	ABCC10	2537	ILK	1
16	ABCC10	2668	KCNQ4	1
16	ABCC10	1592	EEPD1	1
16	ABCC10	2725	KIF5A	1
16	ABCC10	188	ALPK1	1
16	ABCC10	3857	PDE3A	1
16	ABCC10	3890	PEX1	1
16	ABCC10	4175	PPP3CA	1
16	ABCC10	466	BCKDK	1
16	ABCC10	4337	PTPRD	1
16	ABCC10	4338	PTPRF	1
16	ABCC10	4417	RAD9A	1
16	ABCC10	3189	MOK	1
16	ABCC10	4529	RFC5	1
16	ABCC10	4846	SENP1	1
16	ABCC10	5083	SMO	1
16	ABCC10	500	BIRC3	1
16	ABCC10	5138	SOD2	1
16	ABCC10	5361	TAP2	1
16	ABCC10	4222	PRKD3	1
16	ABCC10	5359	TAOK3	1
16	ABCC10	1699	EPHB1	1
16	ABCC10	3990	PKMYT1	1
16	ABCC10	2265	HCK	1
16	ABCC10	6042	WNK4	1
16	ABCC10	4698	RPS6KL1	1
16	ABCC10	1406	DGKA	1
16	ABCC10	5335	TAB2	1
16	ABCC10	2995	MAGI3	1
16	ABCC10	3765	PANK2	1
16	ABCC10	3050	MARK1	1
16	ABCC10	5880	UCK1	1
16	ABCC10	709	CARS	1
16	ABCC10	3988	PKIA	1
16	ABCC10	1186	CSNK1D	1
16	ABCC10	678	CAMK1	1
16	ABCC10	419	AURKA	1
16	ABCC10	409	ATR	1
16	ABCC10	985	CHEK1	1
17	ABCC12	3375	NAE1	1
18	ABCC2	565	BUB1	1
18	ABCC2	4608	RNF213	1
18	ABCC2	620	C1S	1
18	ABCC2	709	CARS	1
18	ABCC2	739	CBR1	1
18	ABCC2	847	CD9	1
18	ABCC2	196	AMPD2	1
18	ABCC2	74	ADA2	1
18	ABCC2	1063	CNGA3	1
18	ABCC2	2921	LPAR1	1
18	ABCC2	1826	FANCF	1
18	ABCC2	1848	FBXL14	1
18	ABCC2	2287	HECTD3	1
18	ABCC2	6078	XRCC6	1
18	ABCC2	2224	GTSE1	1
18	ABCC2	2243	HACE1	1
18	ABCC2	2262	HCFC1	1
18	ABCC2	2292	HERC5	1
18	ABCC2	2409	HPS1	1
18	ABCC2	2537	ILK	1
18	ABCC2	2668	KCNQ4	1
18	ABCC2	1592	EEPD1	1
18	ABCC2	2725	KIF5A	1
18	ABCC2	188	ALPK1	1
18	ABCC2	3857	PDE3A	1
18	ABCC2	3890	PEX1	1
18	ABCC2	4175	PPP3CA	1
18	ABCC2	466	BCKDK	1
18	ABCC2	4337	PTPRD	1
18	ABCC2	4338	PTPRF	1
18	ABCC2	4417	RAD9A	1
18	ABCC2	3189	MOK	1
18	ABCC2	4529	RFC5	1
18	ABCC2	4846	SENP1	1
18	ABCC2	5083	SMO	1
18	ABCC2	500	BIRC3	1
18	ABCC2	5138	SOD2	1
18	ABCC2	419	AURKA	1
18	ABCC2	5361	TAP2	1
19	ABCC3	1698	EPHA2	1
19	ABCC3	5005	SLC2A1	1
19	ABCC3	2167	GPRC5C	1
19	ABCC3	2605	ITGB4	1
19	ABCC3	1025	CLDN1	1
19	ABCC3	2834	LASP1	1
19	ABCC3	2866	LGALS3BP	1
19	ABCC3	4747	S100A10	1
19	ABCC3	4754	S100A6	1
19	ABCC3	5145	SOX9	1
20	ABCC8	3326	MYC	1
21	ABCD2	3375	NAE1	1
22	ABCD4	3326	MYC	1
23	ABCF1	3090	MDC1	1
24	ABCF3	3581	NRBP1	1
25	ABCG2	530	BRCA1	1
25	ABCG2	5630	TOP1	1
25	ABCG2	682	CAMK2G	1
25	ABCG2	1985	FZD2	1
